TECH_PARAM_DEC_ID;TECH_PARAM_MSG_ID;TECH_PARAM_MSG_LABEL;TECH_PARAM_NAME;TECH_PARAM_DESCRIPTION
214;30;Pression de la première remontée d'urgence.;PRES_FirstEmergencyAscent_dbar;Pressure that triggered the first emergency ascent
215;31;Nombre de coups de pompe liés à la première remontée d’urgence.;NUMBER_PumpActionsOnFirstEmergencyAscent_COUNT;Emergency ascent - pump actions at emergency depth
216;32;Jour de première remontée d’urgence.;CLOCK_TimeOfFirstEmergencyAscent_FloatDay;Day number of the float first emergency ascent (relative to mission start day).
217;33;Nombre de coups de pompe avant décollage effectif quand grounded à la pression de profil.;NUMBER_PumpActionsWhenGroundedAtProfilePressure_COUNT;number of pump actions needed to leave the sea bottom when grounded at profile pressure
218;34;Vitesse au moment du premier échouage.;SPEED_FirstGrounding_mm/s;Vertical speed during the first grounding
219;35;Vide interne au fond en début de remontée.;PRESSURE_InternalVacuumProfileStart_mbar;Internal tube pressure [mbar] in profile depth
220;36;Date du dernier reset flotteur.;CLOCK_LastReset_YYYYMMDDHHMMSS;Clock time of the last reset of the float
233;43;Ice detection flag (1:ISA, 2:Sat Mask (during previous cycle), 3:ISA & Sat Mask (during previous cycle), 4:Ascent hanging);TECH_AUX_FLAG_FloatIceDetected_NUMBER;Ice detection flag reported by the float (1:ISA, 2:Sat Mask (during previous cycle), 3:ISA & Sat Mask (during previous cycle), 4:Ascent hanging). Note that the Satellite mask flag is generally (but not always, depending on float firmware version) transmitted the next cycle.
300;3;WAPITI card status;TECH_AUX_FLAG_WapitiCardStatus_NUMBER;Status of the WAPITI card.
301;4;SBE61 sensor status (end of profile) (0: NOK, 1: Ok);TECH_AUX_FLAG_SBE61Status_LOGICAL;SBE61 sensor status at end of profile (0: NOK, 1: Ok).
302;5;SBE61 sensor voltage (dV);TECH_AUX_VOLTAGE_SBE61_dV;SBE61 sensor voltage (in deci-volts).
303;6;RBR sensor status (end of profile) (0: NOK, 1: Ok);TECH_AUX_FLAG_RBRStatus_LOGICAL;RBR sensor status at end of profile (0: NOK, 1: Ok).
304;7;RBR sensor voltage (dV);TECH_AUX_VOLTAGE_RBRVoltage_dV;RBR sensor voltage (in deci-volts).
305;8;Nb CTD 3T packets for descent;TECH_AUX_NUMBER_3TDescentIridiumPackets_COUNT;Number of Iridium packets used to transmit 3T sensors data collected during the descent phases (from surface to the parking depth and from the parking depth to the profile depth).
306;9;Nb CTD 3T packets for drift;TECH_AUX_NUMBER_3TParkIridiumPackets_COUNT;Number of Iridium packets used to transmit 3T sensors data collected during the drift at park depth.
307;10;Nb CTD 3T packets for ascent;TECH_AUX_NUMBER_3TAscentIridiumPackets_COUNT;Number of Iridium packets used to transmit 3T sensors data collected during the ascent from the profile depth to the surface.
308;11;SBE41 - Nb meas in zone 1 for descent;TECH_AUX_NUMBER_SBE41DescendingProfileZone1_COUNT;Number of measurements sampled by the SBE41 sensor in zone #1 during descent.
309;12;SBE41 - Nb meas in zone 2 for descent;TECH_AUX_NUMBER_SBE41DescendingProfileZone2_COUNT;Number of measurements sampled by the SBE41 sensor in zone #2 during descent.
310;13;SBE41 - Nb meas in zone 3 for descent;TECH_AUX_NUMBER_SBE41DescendingProfileZone3_COUNT;Number of measurements sampled by the SBE41 sensor in zone #3 during descent.
311;14;SBE41 - Nb meas in zone 4 for descent;TECH_AUX_NUMBER_SBE41DescendingProfileZone4_COUNT;Number of measurements sampled by the SBE41 sensor in zone #4 during descent.
312;15;SBE41 - Nb meas in zone 5 for descent;TECH_AUX_NUMBER_SBE41DescendingProfileZone5_COUNT;Number of measurements sampled by the SBE41 sensor in zone #5 during descent.
313;16;SBE41 - Nb meas during drift park phase;TECH_AUX_NUMBER_SBE41ParkDrift_COUNT;Number of measurements sampled by the SBE41 sensor during drifte at parking depth.
314;17;SBE41 - Nb meas in zone 1 for ascent;TECH_AUX_NUMBER_SBE41AscendingProfileZone1_COUNT;Number of measurements sampled by the SBE41 sensor in zone #1 during ascent.
315;18;SBE41 - Nb meas in zone 2 for ascent;TECH_AUX_NUMBER_SBE41AscendingProfileZone2_COUNT;Number of measurements sampled by the SBE41 sensor in zone #2 during ascent.
316;19;SBE41 - Nb meas in zone 3 for ascent;TECH_AUX_NUMBER_SBE41AscendingProfileZone3_COUNT;Number of measurements sampled by the SBE41 sensor in zone #3 during ascent.
317;20;SBE41 - Nb meas in zone 4 for ascent;TECH_AUX_NUMBER_SBE41AscendingProfileZone4_COUNT;Number of measurements sampled by the SBE41 sensor in zone #4 during ascent.
318;21;SBE41 - Nb meas in zone 5 for ascent;TECH_AUX_NUMBER_SBE41AscendingProfileZone5_COUNT;Number of measurements sampled by the SBE41 sensor in zone #5 during ascent.
319;22;SBE61 - Nb meas in zone 1 for descent;TECH_AUX_NUMBER_SBE61DescendingProfileZone1_COUNT;Number of measurements sampled by the SBE61 sensor in zone #1 during descent.
320;23;SBE61 - Nb meas in zone 2 for descent;TECH_AUX_NUMBER_SBE61DescendingProfileZone2_COUNT;Number of measurements sampled by the SBE61 sensor in zone #2 during descent.
321;24;SBE61 - Nb meas in zone 3 for descent;TECH_AUX_NUMBER_SBE61DescendingProfileZone3_COUNT;Number of measurements sampled by the SBE61 sensor in zone #3 during descent.
322;25;SBE61 - Nb meas in zone 4 for descent;TECH_AUX_NUMBER_SBE61DescendingProfileZone4_COUNT;Number of measurements sampled by the SBE61 sensor in zone #4 during descent.
323;26;SBE61 - Nb meas in zone 5 for descent;TECH_AUX_NUMBER_SBE61DescendingProfileZone5_COUNT;Number of measurements sampled by the SBE61 sensor in zone #5 during descent.
324;27;SBE61 - Nb meas during drift park phase;TECH_AUX_NUMBER_SBE61ParkDrift_COUNT;Number of measurements sampled by the SBE61 sensor during drifte at parking depth.
325;28;SBE61 - Nb meas in zone 1 for ascent;TECH_AUX_NUMBER_SBE61AscendingProfileZone1_COUNT;Number of measurements sampled by the SBE61 sensor in zone #1 during ascent.
326;29;SBE61 - Nb meas in zone 2 for ascent;TECH_AUX_NUMBER_SBE61AscendingProfileZone2_COUNT;Number of measurements sampled by the SBE61 sensor in zone #2 during ascent.
327;30;SBE61 - Nb meas in zone 3 for ascent;TECH_AUX_NUMBER_SBE61AscendingProfileZone3_COUNT;Number of measurements sampled by the SBE61 sensor in zone #3 during ascent.
328;31;SBE61 - Nb meas in zone 4 for ascent;TECH_AUX_NUMBER_SBE61AscendingProfileZone4_COUNT;Number of measurements sampled by the SBE61 sensor in zone #4 during ascent.
329;32;SBE61 - Nb meas in zone 5 for ascent;TECH_AUX_NUMBER_SBE61AscendingProfileZone5_COUNT;Number of measurements sampled by the SBE61 sensor in zone #5 during ascent.
330;33;SBE61 - Pressure offset;TECH_AUX_PRES_SBE61SurfaceOffset_dbar;Surface pressure sampled by the SBE61 sensor.
331;34;RBR - Nb meas in zone 1 for descent;TECH_AUX_NUMBER_RBRDescendingProfileZone1_COUNT;Number of measurements sampled by the RBR sensor in zone #1 during descent.
332;35;RBR - Nb meas in zone 2 for descent;TECH_AUX_NUMBER_RBRDescendingProfileZone2_COUNT;Number of measurements sampled by the RBR sensor in zone #2 during descent.
333;36;RBR - Nb meas in zone 3 for descent;TECH_AUX_NUMBER_RBRDescendingProfileZone3_COUNT;Number of measurements sampled by the RBR sensor in zone #3 during descent.
334;37;RBR - Nb meas in zone 4 for descent;TECH_AUX_NUMBER_RBRDescendingProfileZone4_COUNT;Number of measurements sampled by the RBR sensor in zone #4 during descent.
335;38;RBR - Nb meas in zone 5 for descent;TECH_AUX_NUMBER_RBRDescendingProfileZone5_COUNT;Number of measurements sampled by the RBR sensor in zone #5 during descent.
336;39;RBR - Nb meas during drift park phase;TECH_AUX_NUMBER_RBRParkDrift_COUNT;Number of measurements sampled by the RBR sensor during drifte at parking depth.
337;40;RBR - Nb meas in zone 1 for ascent;TECH_AUX_NUMBER_RBRAscendingProfileZone1_COUNT;Number of measurements sampled by the RBR sensor in zone #1 during ascent.
338;41;RBR - Nb meas in zone 2 for ascent;TECH_AUX_NUMBER_RBRAscendingProfileZone2_COUNT;Number of measurements sampled by the RBR sensor in zone #2 during ascent.
339;42;RBR - Nb meas in zone 3 for ascent;TECH_AUX_NUMBER_RBRAscendingProfileZone3_COUNT;Number of measurements sampled by the RBR sensor in zone #3 during ascent.
340;43;RBR - Nb meas in zone 4 for ascent;TECH_AUX_NUMBER_RBRAscendingProfileZone4_COUNT;Number of measurements sampled by the RBR sensor in zone #4 during ascent.
341;44;RBR - Nb meas in zone 5 for ascent;TECH_AUX_NUMBER_RBRAscendingProfileZone5_COUNT;Number of measurements sampled by the RBR sensor in zone #5 during ascent.
342;45;RBR - Pressure offset;TECH_AUX_PRES_RBRSurfaceOffset_dbar;Surface pressure sampled by the RBR sensor.
350;53;Number of acq synchronisations during ascending profile;TECH_AUX_NUMBER_AcqSynchro_COUNT;Number of acquisition synchronisation during ascending profile.
1001;-1;Number of descent CTD packets received;TECH_AUX_NUMBER_DescentIridiumPacketsReceived_COUNT;Number of Iridium packets received to transmit sensor data collected during the descent phases (from surface to the parking depth and from the parking depth to the profile depth).
1002;-1;Number of drift CTD packets received;TECH_AUX_NUMBER_ParkIridiumPacketsReceived_COUNT;Number of Iridium packets received to transmit sensor data collected during the drift at park depth.
1003;-1;Number of ascent CTD packets received;TECH_AUX_NUMBER_AscentIridiumPacketsReceived_COUNT;Number of Iridium packets received to transmit sensor data collected during the ascent from the profile depth to the surface.
1004;-1;Number of hydraulic packets received;TECH_AUX_NUMBER_HydraulicIridiumPacketsReceived_COUNT;Number of Iridium packets received to transmit hydraulic data recorded during the cycle.
1005;-1;Number of tech #1 packets received;TECH_AUX_NUMBER_TechnicalMessage1Received_COUNT;Number of times technical message #1 has been received.
1006;-1;Number of tech #2 packets received;TECH_AUX_NUMBER_TechnicalMessage2Received_COUNT;Number of times technical message #2 has been received.
1008;-1;Number of tech #3 packets received;TECH_AUX_NUMBER_TechnicalMessage3Received_COUNT;Number of times technical message #3 has been received.
1007;-1;Number of parameter #1 packets received;TECH_AUX_NUMBER_ParameterMessage1Received_COUNT;Number of times parameter message #1 has been received.
1009;-1;Number of parameter #2 packets received;TECH_AUX_NUMBER_ParameterMessage2Received_COUNT;Number of times parameter message #2 has been received.
1012;-1;Ice activated flag;TECH_AUX_FLAG_IceAlgorithmActivated_LOGICAL;This float type is equiped with Ice detection algorithm which needs to be activated (before launch or at any time during the mission): reported flag = 1 when Ice detection algorithm is activated for the concerned cycle, = 0 otherwise.
1013;-1;Deep cycle transmission flag;TECH_AUX_FLAG_DeepCycleTransmission_LOGICAL;Reported flag = 1 when the concerned transmission session occured after a deep cycle (i.e. a subsurface) one, = 0 when the float is programed to stay at the surface before the concerned transmission session.
1014;-1;Transmission mode (not delayed, trans delayed, ice delayed);TECH_AUX_FLAG_TransmissionDelayed_NUMBER;When the float is not able to transmit the cycle data in real time, the transmission of (part or all of) the data is delayed. Reported flag = 0 when all the cycle data have been transmitted in real time (i.e. during the transmission session of the same cycle), = 1 when the float didn't surface because of ice detection (all cycle data are stored until next transmission session), = 2 when some data transmission has been delayed due to transmission issue (after fail of first transmission attemps data was stored until next transmission session),.
1015;-1;Buffer completness;TECH_AUX_FLAG_TransmissionCompleted_LOGICAL;Before processing the received data, the decoder checks that all expected data has been received. If not, it waits for following transmission sessions. Finally, if after a given number (decoder configuration parameter) of transmission sessions, missing data still remain, the cycle data are decoder. Reported flag = 1 if all expected cycle data have been received, = 0 otherwise.
400;-1;ISA detection by ICE algorithm;TECH_AUX_FLAG_IceIsaDetectionAlarm_LOGICAL;Alarm raised when Ice has been detected with ISA algorithm.
401;-1;Hanging detection by ICE algorithm;TECH_AUX_FLAG_IceHangingDetectionAlarm_LOGICAL;Alarm raised when Ice has been detected with a collision (float hanging).
402;-1;Ascent aborted by ICE algorithm because in breakup period;TECH_AUX_FLAG_IceNoSurfacePeriod_LOGICAL;Alarm raised when the float is still not surfacing (even without Ice detection) due to Ice advoidance algorithm.
403;-1;Forced ascent;TECH_AUX_FLAG_IceForcedAscentAlarm_LOGICAL;Alarm raised when irrespective of other tests (e.g. ISA), the ice algorithm forced ascent to the surface.
404;-1;Sat_mask detection by ICE algorithm;TECH_AUX_FLAG_IceSatMaskDetectionAlarm_LOGICAL;Alarm raised when Ice has been detected with the satellite mask.
405;-1;Ice algo profile aborted;TECH_AUX_FLAG_IceProfileAbortAlarm_LOGICAL;Alarm raised when the profile has been aborted by Ice detection.
406;-1;Abort pressure (min PRES meas available);PRES_IceAvoidance_dbar;Pressure when float avoids ice
407;-1;Last 8 profiles aborted flags;FLAG_IceDetected_bit;aborted profile count - increments by one for each profile interrupted by ice detection. If units are 'bit' then represents the ice evasion record for the last 8 profiles with the latest profile in the least significant bit.
408;-1;Digest of ICE information;TECH_AUX_FLAG_IceAlgorithmStatus_bit;ICE information digest: 11 bits information with, from LSB to MSB: bit#1: Transmission flag (the float succeeded to reach the GPS or Iridium satellites), #2: ICE algorithm activated flag (the ICE algorithm is enabled and switched on), #3: ICE surface avoidance flag (the ICE algorithm is able to act on float behavior), #4: Aborted profile flag (the ICE algorithm aborted the ascending profile), #5: ISA flag (the result of ISA check), #6: Breakup period flag (the ascending profile occured during the breakup period), #7: Hanging flag (the ICE algorithm detected a float hanging), #8: Satellite mask flag (the ICE algorithm detected that the float tried but failed to reach the GPS or Iridium satellites constellations), #9: Forced ascent flag (the ascending profile was forced to try to reach the surface), #10: AC1 activated flag (the AC1 (PROVOR_IV float) feature is activated), #11: ICE cycle performed flag (the (Apex APF11) float used at least one ICE cycle after the ascending profile).
409;-1;Pressure sensor offset (not sampled at the surface);TECH_AUX_PRES_OffsetNotSampledAtSurface_dbar;Pressure offset not necessarily sampled at the surface but originally used to correct PRES data provided by the float (copy of PRES_SurfaceOffsetCorrectedNotResetNegative_1cBarResolution_dbar in case of erroneous resetoffset).
