TECH_PARAM_DEC_ID;TECH_PARAM_MSG_ID;TECH_PARAM_MSG_LABEL;TECH_PARAM_NAME;TECH_PARAM_DESCRIPTION
101301;1013;PUMP transferred volume (1/10 cm3);VOLUME_OilVolumeTransferredDuringAscentToSurface_cm^3;Oil volume transferred to the external bladder during the ascent to surface This is the oil volume tranferred  during the NUMBER_PumpActionsDuringAscentToSurface_COUNT pump actions.
101302;1013;PUMP action number;NUMBER_PumpActionsDuringAscentToSurface_COUNT;number of pump actions between start and end of ascent 
101500;1015;Date/Time (in second since 2000);TECH_AUX_CLOCK_InAirStartTime_YYYYMMDDHHMMSS;Time when the float enters in the in air phase.
101700;1017;Date/Time (in second since 2000);CLOCK_DateOfEmergencyAscent_YYYYMMDDHHMMSS;date of emergency ascent
101701;1017;External pressure max (cbar);TECH_AUX_PRES_EmergencyAscent_dbar;Pressure that triggered the emergency ascent.
101801;1018;PUMP transferred volume (1/10 cm3);TECH_AUX_VOLUME_OilVolumeTransferredToEmergencyAscent_cm^3;Oil volume, transferred to the external bladder, needed to reach the surface after an emergency ascent.
101900;1019;Date/Time (in second since 2000);CLOCK_EOLStart_YYYYMMDDHHMMSS;Clock time when End of Life mode starts
101901;1019;Last date/time of end-of-life detection (in second since 2000);TECH_AUX_CLOCK_EOLStartLast_YYYYMMDDHHMMSS;Date of the last End Of Life start phase.
101902;1019;End of life source;TECH_AUX_FLAG_EndOfLifeSource_hex;Event that generated the End Of Life sequence (bit#, 0: Programmed, 1: Startup failure, 2: Self-test failure, 3: Settings failure, 4: CTD settings failure, 5: Request by downlink, 6: Ext. pressure failure, 7: Alarm on ext. pressure high, 8: Alarm on ext. pressure error, 9: Alarm on descent speed high, 10: Alarm on battery voltage low, 11: Alarm on insulation voltage, 12: Alarm on RTC).
102000;1020;Date/Time (in second since 2000);CLOCK_PressureActivationStart_YYYYMMDDHHMMSS;Pressure activation scrutation start date.
102100;1021;Date/Time (in second since 2000);CLOCK_PressureActivationStop_YYYYMMDDHHMMSS;Pressure activation scrutation end date.
102101;1021;Date/Time of external pressure detection;TECH_AUX_CLOCK_PressureActivation_YYYYMMDDHHMMSS;Mission start date with pressure activation.
102102;1021;External pressure max (dbar);TECH_AUX_PRES_PressureActivationMax_dbar;Max pressure sampled during pressure activation scrutation period.
102200;1022;Date/Time (in second since 2000);TECH_AUX_CLOCK_EndOfCycle_YYYYMMDDHHMMSS;Theoretical end of cycle date computed by the float.
200002;2000;PUMP transferred volume (1/10 cm3);VOLUME_OilVolumeTransferredToAscentWhenGrounded_cm^3;Oil volume, transferred to the external bladder, needed to leave the sea bottom when grounded.
200003;2000;;TECH_AUX_VOLUME_OilVolumeTransferredToAscentWhenGrounded_cm^3;Oil volume, transferred to the external bladder, needed to leave the sea bottom when grounded.
200101;2001;External pressure (cbar);TECH_AUX_PRES_Hanging_dbar;Hanging pressure.
200102;2001;PUMP transferred volume (1/10 cm3);TECH_AUX_VOLUME_OilVolumeTransferredToAscentWhenHanging_cm^3;Oil volume, transferred to the external bladder, needed to ascent when hanging.
200201;2002;External pressure (cbar);TECH_AUX_PRES_BrakingDuringDescentAlarm_dbar;Alarm raised when the descent speed is too high and the float brakes. Pressure of alarm.
200202;2002;Speed (mm/s);TECH_AUX_SPEED_BrakingDuringDescentAlarm_mm/s;Alarm raised when the descent speed is too high and the float brakes. Speed of alarm.
200301;2003;External pressure (cbar);TECH_AUX_PRES_EmergencyBrakingDuringDescentAlarm_dbar;Alarm raised when the float overrides its max pressure and the float brakes. Pressure of alarm.
200302;2003;Speed (mm/s);TECH_AUX_SPEED_EmergencyBrakingDuringDescentAlarm_mm/s;Alarm raised when the float overrides its max pressure and the float brakes. Speed of alarm.
200401;2004;Counter of detection;TECH_AUX_NUMBER_IceDetectionByIsaAlgorithm_COUNT;Number of consecutive Ice detection with ISA algorithm.
200501;2005;Median temperature (m°C);TEMP_MixedLayerMedian_degC;median of the mixed layer samples taken
200502;2005;;TECH_AUX_TEMP_MixedLayerMedian_degC;median of the mixed layer samples taken
200600;2006;Date/Time (in second since 2000);TECH_AUX_CLOCK_IceAdvoidance_YYYYMMDDHHMMSS;Time when the float advoids Ice.
200601;2006;Type of detection;TECH_AUX_FLAG_IceDetection_NUMBER;The ice detection flag reported by the float (0: no detection, 1: ISA detection, 2: satellite mask detection, 3: ISA & satellite mask detection, 4: ascent hanging detection) - see float manual for details.
200605;2006;Emergence prohibited until date/time (in seconde since 2000);TECH_AUX_CLOCK_IceEmergenceProhibited_YYYYMMDDHHMMSS;Date untill the emergence is prohibited according to ICE algorithm.
200606;2006;Emergence will be forced at date/time (in second since 2000);TECH_AUX_CLOCK_IceEmergenceForced_YYYYMMDDHHMMSS;Date when the emergence will be forced according to ICE algorithm.
200607;2006;;FLAG_IceDetected_bit;aborted profile count - increments by one for each profile interrupted by ice detection. If units are 'bit' then represents the ice evasion record for the last 8 profiles with the latest profile in the least significant bit.
200700;2007;Mode (0: not armed, 1: armed, 2: armed in pressure detection mode);TECH_AUX_FLAG_DeploymentMode_NUMBER;Deployment mode (0: not armed, 1: armed, 2: armed in pressure detection mode).
200801;2008;Previous setpoint (cbar);TECH_AUX_PRES_PreviousSetPoint_dbar;In case of grounding, the target pressure is modified. This is the previous one.
200802;2008;New setpoint (cbar);TECH_AUX_PRES_NewSetPoint_dbar;In case of grounding, the target pressure is modified. This is the new one.
200901;2009;Detection flag;TECH_AUX_FLAG_EmptyBallastDetection_LOGICAL;Result of empty ballast detection flag.
300001;3000;Alarm type (11: External pressure sensor => No pressure information, 12: Barometer sensor, 13: Failure on initialization of SBE41 reset offset, 14: Failure on initialization of SBE41 cut-off, 15: Error system, 18: Rescue, 19: GNSS, 20: RTC, 22: DO Aanderaa4330 sensor, 23: Invalid setting of mission, 24: Invalid setting of sensor, 25: Invalid setting of CTD sensor, 26: Empty ballast sensor, 27: Flash memory, 28: SDCard memory, 31: Ice – Satellite mask, 32: Clock drift, 33: CTD SBE41 sensor, 34: CTD RBR sensor, 35: CTD RBR reset offset);TECH_AUX_FLAG_Alarm1Type_NUMBER;Type of alarm1 (11: External pressure sensor => No pressure information, 12: Barometer sensor, 13: Failure on initialization of SBE41 reset offset, 14: Failure on initialization of SBE41 cut-off, 15: Error system, 18: Rescue, 19: GNSS, 20: RTC, 22: DO Aanderaa4330 sensor, 23: Invalid setting of mission, 24: Invalid setting of sensor, 25: Invalid setting of CTD sensor, 26: Empty ballast sensor, 27: Flash memory, 28: SDCard memory, 31: Ice – Satellite mask, 32: Clock drift, 33: CTD SBE41 sensor, 34: CTD RBR sensor, 35: CTD RBR reset offset).
300101;3001;Alarm type (0: Low battery voltage, 1: Low external pressure, 2: High external pressure, 3: Low internal pressure, 4: High internal pressure, 5: Low internal temperature, 6: High internal temperature, 7: Low internal humidity, 8: High internal humidity, 9: Gap on external pressure, 10: High speed of descent, 16: Grounding – Volume max reached, 21: Insulation voltage, 29: Hanging – Volume max reached, 30: ISA detection – Number max of detection reached);TECH_AUX_FLAG_Alarm2Type_NUMBER;Type of alarm2 (0: Low battery voltage, 1: Low external pressure, 2: High external pressure, 3: Low internal pressure, 4: High internal pressure, 5: Low internal temperature, 6: High internal temperature, 7: Low internal humidity, 8: High internal humidity, 9: Gap on external pressure, 10: High speed of descent, 16: Grounding – Volume max reached, 21: Insulation voltage, 29: Hanging – Volume max reached, 30: ISA detection – Number max of detection reached).
300102;3001;Value;TECH_AUX_NUMBER_Alarm2Value;Alarm2 value.
300103;3001;Threshold;TECH_AUX_NUMBER_Alarm2Threshold;Alarm2 threshold.
300200;3002;Pressure: Number of samples over limits;TECH_AUX_NUMBER_AlarmOverLimitsCtdPres_COUNT;Number of CTD PRES values that are over limits.
300203;3002;Temperature: Number of samples over limits;TECH_AUX_NUMBER_AlarmOverLimitsCtdTemp_COUNT;Number of CTD TEMP values that are over limits.
300206;3002;Salinity: Number of samples over limits;TECH_AUX_NUMBER_AlarmOverLimitsCtdPsal_COUNT;Number of CTD PSAL values that are over limits.
300300;3003;C1RPhase: Number of samples over limits;TECH_AUX_NUMBER_AlarmOverLimitsOptodeC1Phase_COUNT;Number of Optode C1PHASE values that are over limits.
300303;3003;C2RPhase: Number of samples over limits;TECH_AUX_NUMBER_AlarmOverLimitsOptodeC2Phase_COUNT;Number of Optode C2PHASE values that are over limits.
300306;3003;Temperature: Number of samples over limits;TECH_AUX_NUMBER_AlarmOverLimitsOptodeTemp_COUNT;Number of Optode TEMP_DOXY values that are over limits.
300400;3004;Pressure: Number of samples over limits;TECH_AUX_NUMBER_AlarmOverLimitsCtdPres_COUNT;Number of CTD PRES values that are over limits.
300403;3004;Temperature: Number of samples over limits;TECH_AUX_NUMBER_AlarmOverLimitsCtdTemp_COUNT;Number of CTD TEMP values that are over limits.
300406;3004;Salinity: Number of samples over limits;TECH_AUX_NUMBER_AlarmOverLimitsCtdPsal_COUNT;Number of CTD PSAL values that are over limits.
300409;3004;Coils temperature: Number of samples over limits;TECH_AUX_NUMBER_AlarmOverLimitsCtdTempCndc_COUNT;Number of CTD TEMP_CNDC values that are over limits.
300412;3004;Salinity corrected: Number of samples over limits;TECH_AUX_NUMBER_AlarmOverLimitsCtdPsalCor_COUNT;Number of CTD PSAL_DynamicCorrection values that are over limits.
